,hotel_id_in_our_database,hotel_name,hotel_location,hotel_star,hotel_location_rating,hotel_nearby_place_distance,hotel_popular_place_distance,district
1053,10000276,Charlie House Pinklao,"272 Borommarat Chachonnani Road, Bang Bamru, Bang Phlat, Thonburi, Bangkok, Thailand, 10700",3.0,6.8,Central Pinklao Shopping Complex && 490 m ; Central Plaza Pinklao && 510 m ; Wat Chao Am Temple && 1.48 km ; Southern Bus Terminal && 1.53 km ; Public Health Center Wat Chao Arm && 1.61 km ; Thewphaingarm School && 1.62 km ; Changchui && 1.67 km ; Rama VIII Bridge and Park && 1.81 km ; Royal Barges National Museum && 1.82 km ; Oil Liquor Company && 1.88 km,Khao San Road && 2.84 km ; Grand Palace && 3.28 km ; Wat Phra Kaew && 3.35 km ; Wat Pho Temple && 3.75 km ; Wat Saket && 3.88 km ; Yaowarat Road && 5.21 km ; Jim Thompson && 6.06 km ; Central World && 7.26 km ; Asiatique - The Riverfront && 8.6 km ; Terminal 21 Shopping Mall && 9.71 km,Thonburi
1054,10000281,Thousand-Ten Thousand Residence & Hotel,"135/1 Soi Bangkhunthien 9-11 Bangkhunthien Rd. Bangkhunthien, South Thonburi, Bangkok, Thailand, 10150",3.0,8.0,"Nakhon Thon Hospital && 560 m ; Nakornthon Thai Medical Spa && 610 m ; Central Plaza Rama II && 880 m ; Big C Phraram 2nd && 920 m ; Homepro Rama2 && 1.29 km ; Rama 2 Hospital && 1.69 km ; Gassan Driving Range && 1.83 km ; Big C Rama 2, 2nd Branch && 1.83 km ; Tesco Lotus Rama 2 && 2.25 km ; Wat Kok && 2.37 km",Asiatique - The Riverfront && 9.04 km ; Wat Pho Temple && 11.34 km ; Wat Phra Kaew && 11.6 km ; Grand Palace && 11.63 km ; Yaowarat Road && 12.04 km ; Khao San Road && 12.76 km ; Wat Saket && 12.92 km ; Jim Thompson && 14.18 km ; Central World && 14.85 km ; Terminal 21 Shopping Mall && 16.24 km,South Thonburi
1055,10000287,Ratchada city hotel,"1,3,5,7,9 Soi Suntornsiri Pracharajbumphen Road,Huaykwang, Ratchadaphisek, Bangkok, Thailand, 10320",3.0,7.5,Huai Khwang MRT Station && 370 m ; Huay Kwang Night Bazaar && 800 m ; Mansion 7 Shopping Center && 810 m ; Huay Kwang Stadium && 870 m ; CW Tower && 990 m ; Siam Niramit && 1 km ; The Regent's International School && 1.1 km ; The Street && 1.15 km ; Embassy of the Republic of Korea && 1.19 km ; Thailand Cultural Centre && 1.29 km,Terminal 21 Shopping Mall && 4.85 km ; Central World && 5.41 km ; Jim Thompson && 6.14 km ; Wat Saket && 8.03 km ; Yaowarat Road && 8.37 km ; Khao San Road && 8.79 km ; Wat Phra Kaew && 9.68 km ; Grand Palace && 9.7 km ; Wat Pho Temple && 9.73 km ; Asiatique - The Riverfront && 11.44 km,Ratchadaphisek
1056,10000290,Grand Lucky Hotel,"6/2-5 Sukhumvit Rd., Soi 3 (Nana Nue) Klongtoey Wattana, Sukhumvit, Bangkok, Thailand, 10110",3.0,7.8,Embassy of Syria && 50 m ; Foodland Supermarket Pharmacy && 80 m ; Nana && 120 m ; Nana Square && 130 m ; Buathip Thai Massage && 130 m ; Gulati Bespoke Tailoring && 140 m ; Boss Sukhumvit Tailor && 140 m ; New Landmark Boutique && 160 m ; Majestic Tailors && 160 m ; Nana District && 160 m,Terminal 21 Shopping Mall && 990 m ; Central World && 1.57 km ; Jim Thompson && 2.8 km ; Yaowarat Road && 4.75 km ; Wat Saket && 5.2 km ; Khao San Road && 6.25 km ; Wat Pho Temple && 6.58 km ; Wat Phra Kaew && 6.69 km ; Grand Palace && 6.74 km ; Asiatique - The Riverfront && 6.97 km,Sukhumvit
1057,10000291,ZEN Rooms Ekkamai 6,"Located in THA City Loft Hotel, Ekkamai Soi 6, Prakanong, Wattana, Wattana, Bangkok, Thailand, Sukhumvit, Bangkok, Thailand, 10110",3.0,8.0,Bangkok Farmer's Market && 360 m ; Embassy of Brunei Darussalam && 400 m ; The Boss Avenue (Tailor) && 440 m ; Maze Thonglor && 530 m ; Ana’s Garden && 560 m ; Asia Herb Association && 570 m ; Broadways Exclusive && 580 m ; Herrmann Suits && 590 m ; Major Cineplex Sukumvit && 600 m ; Lords Tailor Bangkok && 600 m,Terminal 21 Shopping Mall && 2.96 km ; Central World && 5.43 km ; Jim Thompson && 6.66 km ; Yaowarat Road && 8.32 km ; Wat Saket && 9.03 km ; Asiatique - The Riverfront && 9.18 km ; Khao San Road && 10.1 km ; Wat Pho Temple && 10.24 km ; Wat Phra Kaew && 10.42 km ; Grand Palace && 10.47 km,Sukhumvit
1058,10000293,PJ Watergate Hotel,"467 Soi Watanasil, Rachaprarop Rd., Makkasan, Ratchatewee, Pratunam, Bangkok, Thailand, 10400",3.0,7.8,Impressions Tailor && 190 m ; Country Road Fashions && 190 m ; Palladium Square Shopping Mall && 200 m ; Pratunum Market && 230 m ; Indra Square && 270 m ; Romeo & Juliet Tailor's House && 280 m ; Lee Fashion Tailor && 290 m ; Ravis Tailor && 290 m ; Mister Singh's Fashion Gallery && 300 m ; Paul's Fashion && 330 m,Central World && 790 m ; Jim Thompson && 1.6 km ; Terminal 21 Shopping Mall && 2.5 km ; Yaowarat Road && 3.81 km ; Wat Saket && 3.91 km ; Khao San Road && 4.91 km ; Wat Pho Temple && 5.44 km ; Wat Phra Kaew && 5.5 km ; Grand Palace && 5.54 km ; Asiatique - The Riverfront && 6.84 km,Pratunam
1059,10000294,Aranta Airport Hotel,"999 Soi Lat Krabang 1/8, Onnuch-Latkrabang Road,Latkrabang, Suvarnabhumi Airport, Bangkok, Thailand",3.0,7.9,Wat Sangkaracha && 600 m ; The Paseo Mall && 620 m ; Suvarnabhumi Outdoor Market && 850 m ; Wat Lan Boon && 850 m ; Chaolanta Chaika Suvarnabhumi Restaurant && 1.38 km ; Mai Hua Takhe Market && 1.42 km ; Ladkrabang Railway Station && 1.82 km ; Airport Rail Link Ladkrabang && 1.83 km ; Krua Rabieng Nam Restaurant && 1.99 km ; Wat Latkrabang && 2.2 km,Terminal 21 Shopping Mall && 18.64 km ; Central World && 21.01 km ; Jim Thompson && 22.22 km ; Yaowarat Road && 24.13 km ; Wat Saket && 24.61 km ; Asiatique - The Riverfront && 24.82 km ; Khao San Road && 25.63 km ; Wat Pho Temple && 26.01 km ; Wat Phra Kaew && 26.14 km ; Grand Palace && 26.19 km,Suvarnabhumi Airport
1060,10000295,Royal Garden Home Hotel,"63/1-4 Sukhumvit 3 Nana Nue Road Klong-toe Wattana, Bangkok, Sukhumvit, Bangkok, Thailand, 10110",3.0,8.0,Nana && 50 m ; Nana Square && 60 m ; Gulati Bespoke Tailoring && 80 m ; Boss Sukhumvit Tailor && 110 m ; New Landmark Boutique && 110 m ; Foodland Supermarket Pharmacy && 110 m ; Majestic Tailors && 120 m ; Nana District && 120 m ; Embassy of Syria && 120 m ; Rajawongse Clothier && 130 m,Terminal 21 Shopping Mall && 1.02 km ; Central World && 1.51 km ; Jim Thompson && 2.74 km ; Yaowarat Road && 4.68 km ; Wat Saket && 5.14 km ; Khao San Road && 6.19 km ; Wat Pho Temple && 6.51 km ; Wat Phra Kaew && 6.63 km ; Grand Palace && 6.68 km ; Asiatique - The Riverfront && 6.89 km,Sukhumvit
1061,10000296,Retro 39 Hotel,"1/10-11 Sukhumvit Soi 39, (BTS PHROM PHONG),Sukhumvit Rd., Khlongton Nuea,Wattana, Sukhumvit, Bangkok, Thailand, 10110",3.5,9.0,Phrom Phong BTS Station && 100 m ; 24th Avenue && 130 m ; Better Being Hospital && 140 m ; EmQuartier && 160 m ; Laan Gao && 180 m ; Propaganda && 190 m ; Thailand Creative & Design Center && 220 m ; SFV && 230 m ; Emporium Shopping Complex && 240 m ; Dasa Book Café && 250 m,Terminal 21 Shopping Mall && 1.33 km ; Central World && 3.77 km ; Jim Thompson && 5 km ; Yaowarat Road && 6.67 km ; Wat Saket && 7.37 km ; Asiatique - The Riverfront && 7.84 km ; Khao San Road && 8.44 km ; Wat Pho Temple && 8.58 km ; Wat Phra Kaew && 8.75 km ; Grand Palace && 8.81 km,Sukhumvit
1062,10000297,UMA Residence,"580 Sriyan 1 Nakhon Chaisri Rd., Dusit, Chatuchak, Bangkok, Thailand, 10300",3.0,7.6,Dusit Post Office && 270 m ; Sukhothai Palace && 470 m ; Thewet Market && 480 m ; Krungthon Bridge && 610 m ; Wat Vimuttiyaram && 620 m ; Irrigation Dept. Pier && 630 m ; Payap Pier && 650 m ; Supreme Complex Samsen && 660 m ; Kheaw Khai Ka Pier && 780 m ; Rajabhat Suan Dusit University && 840 m,Khao San Road && 3.29 km ; Wat Saket && 3.45 km ; Jim Thompson && 4.24 km ; Grand Palace && 4.41 km ; Wat Phra Kaew && 4.44 km ; Wat Pho Temple && 4.74 km ; Yaowarat Road && 4.88 km ; Central World && 5.13 km ; Terminal 21 Shopping Mall && 7.3 km ; Asiatique - The Riverfront && 9 km,Chatuchak
1063,10000298,iCheck inn Residences Sukhumvit 20,"140 Sukhumvit Soi 20, Sukhumvit, Bangkok, Thailand, 10110",3.5,6.7,Consulate of Tunisia && 180 m ; Gallery F-Stop && 260 m ; Embassy of Spain && 410 m ; Embassy of Chile && 430 m ; World Fellowship of Buddhists && 440 m ; Dptailors && 480 m ; Mambo Cabaret && 490 m ; Benjakiti Park && 490 m ; Benjasiri Park && 530 m ; Damanino Bespoke && 540 m,Terminal 21 Shopping Mall && 980 m ; Central World && 3.17 km ; Jim Thompson && 4.36 km ; Yaowarat Road && 5.91 km ; Wat Saket && 6.69 km ; Asiatique - The Riverfront && 7.02 km ; Khao San Road && 7.77 km ; Wat Pho Temple && 7.83 km ; Wat Phra Kaew && 8.02 km ; Grand Palace && 8.08 km,Sukhumvit
1064,10000299,Asoke Suites Hotel,"390/1 Sukhumvit Road, Klongtoey, Sukhumvit, Bangkok, Thailand, 10110",3.0,8.9,Siam Emporium && 80 m ; Ship Inn && 110 m ; Raja's International Custom Tailors && 140 m ; Sukumvit Plaza Korean Town && 150 m ; Black Swan && 170 m ; Andrew & Walker Custom Clothier && 180 m ; Soi Cowboy && 180 m ; Exchange Tower && 190 m ; Mandalay Magic Tailors && 190 m ; Asok BTS Station && 200 m,Terminal 21 Shopping Mall && 240 m ; Central World && 2.67 km ; Jim Thompson && 3.9 km ; Yaowarat Road && 5.65 km ; Wat Saket && 6.28 km ; Asiatique - The Riverfront && 7.22 km ; Khao San Road && 7.35 km ; Wat Pho Temple && 7.55 km ; Wat Phra Kaew && 7.7 km ; Grand Palace && 7.76 km,Sukhumvit
1065,10000301,Vimala residence,"sukhumvit 26, Sukhumvit, Bangkok, Thailand, 10110",3.0,2.0,"Baan Sabai Spa && 130 m ; AL-Mubeen Carpets Bangkok, Thailand && 430 m ; Tokyo Joe’s && 540 m ; Baan Thai Wellness Retreat && 580 m ; Dasa Book Café && 610 m ; World Fellowship of Buddhists && 640 m ; Embassy of the Philippines && 660 m ; Rain Hill Plaza && 690 m ; Emporium Shopping Complex && 710 m ; Ploenchit Center && 710 m",Terminal 21 Shopping Mall && 1.8 km ; Central World && 4.06 km ; Jim Thompson && 5.24 km ; Yaowarat Road && 6.69 km ; Asiatique - The Riverfront && 7.43 km ; Wat Saket && 7.54 km ; Khao San Road && 8.62 km ; Wat Pho Temple && 8.63 km ; Wat Phra Kaew && 8.83 km ; Grand Palace && 8.89 km,Sukhumvit
1066,10000302,Meet Inn @Silom,"69/2 sala daeng soi 3, Silom, Bang Rak, Silom, Bangkok, Thailand, 10500",3.0,10.0,Vino di Zanotti && 160 m ; Abdulhrahim Building && 180 m ; U Chu Liang Building && 180 m ; St Andrews International School Sathorn Campus && 210 m ; July Tailor && 220 m ; Surapon Gallery && 230 m ; Bank of Tokyo-Mitsubishi && 230 m ; Alliance Française Bangkok && 300 m ; Met Bar && 310 m ; Embassy of Australia && 310 m,Central World && 2.17 km ; Jim Thompson && 2.71 km ; Terminal 21 Shopping Mall && 2.78 km ; Yaowarat Road && 3.37 km ; Asiatique - The Riverfront && 4.43 km ; Wat Saket && 4.5 km ; Wat Pho Temple && 5.3 km ; Wat Phra Kaew && 5.55 km ; Khao San Road && 5.56 km ; Grand Palace && 5.62 km,Silom
1067,10000303,Paradiso Boutique Suites,"1/11-12 Sukhumvit Soi 10, Sukhumvit, Bangkok, Thailand, 10110",3.0,8.8,Liu's Bootery && 30 m ; St. Marco Tailor && 40 m ; Chuvit Garden && 50 m ; Atelier Azzurro && 60 m ; Crown Tailor && 160 m ; Marty's New Fashion && 170 m ; Tom's Fashion && 180 m ; Times Sqare && 180 m ; La Moda && 190 m ; Narry Tailors && 190 m,Terminal 21 Shopping Mall && 340 m ; Central World && 2.13 km ; Jim Thompson && 3.36 km ; Yaowarat Road && 5.17 km ; Wat Saket && 5.75 km ; Khao San Road && 6.81 km ; Asiatique - The Riverfront && 6.99 km ; Wat Pho Temple && 7.04 km ; Wat Phra Kaew && 7.19 km ; Grand Palace && 7.24 km,Sukhumvit
1068,10000304,Interchange Tower Serviced Apartment,"94 Soi Ratchtapan (Soi Mor Leng) Rajaprarop Rd., Near Airport Rail Link Ratchaprarop Station Bangkok.Thailand.Only 200 metre to 711 Convenient Store., Pratunam, Bangkok, Thailand, 10400",3.0,5.9,Bangkok Doll Factory & Museum && 100 m ; Oasis Outdoor Arena and Creative Market && 170 m ; Bangkok Dolls && 180 m ; Airport Rail Link Makkasan Station && 330 m ; Robin Tailor && 390 m ; Water Bar && 440 m ; The Oxford Tailor && 460 m ; The Palladium World Shopping && 480 m ; Sabino Custom Tailor && 500 m ; Phyathai 1 Hospital && 530 m,Central World && 1.49 km ; Jim Thompson && 2.11 km ; Terminal 21 Shopping Mall && 2.72 km ; Wat Saket && 4.26 km ; Yaowarat Road && 4.35 km ; Khao San Road && 5.19 km ; Wat Pho Temple && 5.87 km ; Wat Phra Kaew && 5.89 km ; Grand Palace && 5.92 km ; Asiatique - The Riverfront && 7.53 km,Pratunam
1069,10000305,The Nook Pratunam,"No. 5 Soi Phetburi 13, Phetburi Road, Phayathai,, Pratunam, Bangkok, Thailand, 10400",3.0,8.1,Krung Thong Plaza && 70 m ; Express Tailor && 240 m ; Pantip Plaza IT Mall && 260 m ; Pantip Plaza && 280 m ; Grand Diamond Plaza && 390 m ; Ratchathewi BTS Station && 410 m ; Phayathai Plaza && 440 m ; Queen Savang Vadhana Museum && 490 m ; Embassy of Indonesia && 500 m ; Airport Rail Link Phayathai Station && 510 m,Central World && 810 m ; Jim Thompson && 830 m ; Yaowarat Road && 3.07 km ; Wat Saket && 3.11 km ; Terminal 21 Shopping Mall && 3.15 km ; Khao San Road && 4.12 km ; Wat Pho Temple && 4.65 km ; Wat Phra Kaew && 4.7 km ; Grand Palace && 4.74 km ; Asiatique - The Riverfront && 6.38 km,Pratunam
1070,10000307,Kriss Residence,"1525/1 Soi Lad Krabang 9/4, Onnuch-Ladkrabang Road, Ladkrabang , Suvarnabhumi Airport, Bangkok, Thailand, 10520",3.0,7.0,Wat Plooksattha && 610 m ; Wat Latkrabang && 1.23 km ; Krua Rabieng Nam Restaurant && 1.41 km ; Ladkrabang Railway Station && 1.72 km ; Airport Rail Link Ladkrabang && 1.72 km ; Lat Krabang Hospital && 2.19 km ; Chaolanta Chaika Suvarnabhumi Restaurant && 2.44 km ; Debsirin Romklao School && 2.67 km ; Wat Sangkaracha && 2.82 km ; Jarakaenoi Police station && 3.01 km,Terminal 21 Shopping Mall && 22.02 km ; Central World && 24.38 km ; Jim Thompson && 25.6 km ; Yaowarat Road && 27.52 km ; Wat Saket && 27.98 km ; Asiatique - The Riverfront && 28.2 km ; Khao San Road && 29 km ; Wat Pho Temple && 29.39 km ; Wat Phra Kaew && 29.51 km ; Grand Palace && 29.56 km,Suvarnabhumi Airport
1071,10000309,Galleria@subway MRT Huaikhwang,"24 Soi Pracharajbumpen 1, Ratchadapisek Road, Huay Kwang Intersection, Dindaeng, Ratchadaphisek, Bangkok, Thailand, 10400",3.0,7.1,Huai Khwang MRT Station && 110 m ; Huay Kwang Night Bazaar && 440 m ; Huay Kwang Stadium && 580 m ; Mansion 7 Shopping Center && 680 m ; The Street && 920 m ; Sutthisan MRT Station && 1.1 km ; CW Tower && 1.13 km ; Siam Niramit && 1.28 km ; Thailand Cultural Centre MRT Station && 1.41 km ; Thailand Cultural Centre && 1.42 km,Terminal 21 Shopping Mall && 4.89 km ; Central World && 5.24 km ; Jim Thompson && 5.89 km ; Wat Saket && 7.71 km ; Yaowarat Road && 8.11 km ; Khao San Road && 8.44 km ; Wat Phra Kaew && 9.35 km ; Grand Palace && 9.37 km ; Wat Pho Temple && 9.42 km ; Asiatique - The Riverfront && 11.29 km,Ratchadaphisek
1072,10000310,Silom Convent Garden Hotel,"35/1, Soi Pipat-2,Convent rd.,Bangrak, Sathorn, Bangkok, Thailand, 10120",3.0,7.8,Embassy of Belgium && 120 m ; Wat Kuhasawan && 160 m ; Ruen-Nuad Massage Studio && 190 m ; Embassy of the Sultanate of Oman && 190 m ; Ruen-Nuad Massage & Yoga && 200 m ; BNH Hospital && 220 m ; Soi Lalaisap && 230 m ; Bangkok Bank Headquarters && 230 m ; Saint Joseph Convent School && 240 m ; Epicurean Kitchen Thai Cooking School && 270 m,Central World && 2.47 km ; Jim Thompson && 2.76 km ; Yaowarat Road && 3.03 km ; Terminal 21 Shopping Mall && 3.34 km ; Asiatique - The Riverfront && 3.9 km ; Wat Saket && 4.28 km ; Wat Pho Temple && 4.93 km ; Wat Phra Kaew && 5.2 km ; Grand Palace && 5.27 km ; Khao San Road && 5.31 km,Sathorn
1073,10000311,The Travellers Hotel,"255/19 Ratchadapisek Road, Ratchadaphisek, Bangkok, Thailand, 10320",3.0,6.0,Ratchadaphisek MRT Station && 390 m ; Vespa Market && 750 m ; Sutthisan MRT Station && 840 m ; Ratchada Market && 920 m ; Lat Phrao MRT Station && 960 m ; The Street && 1.01 km ; Wat Lat Phrao && 1.19 km ; Mansion 7 Shopping Center && 1.33 km ; House of Dhamma && 1.57 km ; Embassy of Turkey && 1.64 km,Terminal 21 Shopping Mall && 6.8 km ; Central World && 6.84 km ; Jim Thompson && 7.28 km ; Wat Saket && 8.74 km ; Khao San Road && 9.29 km ; Yaowarat Road && 9.39 km ; Wat Phra Kaew && 10.32 km ; Grand Palace && 10.32 km ; Wat Pho Temple && 10.45 km ; Asiatique - The Riverfront && 12.88 km,Ratchadaphisek
1074,10000312,Studio Asoke,"22/3-4 NT Building Sukhumvit 21 Road (Asoke) Klong Toey- Nua, Wattana Bangkok Thailand 10110, Sukhumvit, Bangkok, Thailand, 10110",3.0,8.7,Japan Foundation && 120 m ; Ban Kamthieng && 130 m ; Almeta && 150 m ; Ravi Sehgal Bespoke && 200 m ; Sukhumvit MRT Station && 210 m ; Ambassador & Smart Fashion && 220 m ; Glow && 220 m ; Jesse and Son Custom Tailors && 240 m ; British Custom Tailors && 270 m ; Soi Cowboy && 270 m,Terminal 21 Shopping Mall && 280 m ; Central World && 2.54 km ; Jim Thompson && 3.78 km ; Yaowarat Road && 5.64 km ; Wat Saket && 6.17 km ; Khao San Road && 7.23 km ; Asiatique - The Riverfront && 7.46 km ; Wat Pho Temple && 7.51 km ; Wat Phra Kaew && 7.64 km ; Grand Palace && 7.69 km,Sukhumvit
1075,10000313,W22 by Burasari,"Mittraphan Road, China Town, Bangkok, Thailand, 10100",3.0,8.3,Chinatown - Bangkok && 80 m ; 22 July Roundabout && 80 m ; Whitespace Gallery && 170 m ; The Museum of Thai Red Cross Society && 180 m ; Hang Sura Lao Ngi Chun && 210 m ; Yaowarat Road && 380 m ; Wat Traimit && 380 m ; Hua Lamphong MRT Station && 440 m ; Lin Zhen Xiang - Titbits and Snacks && 440 m ; Plaplachai Temple && 450 m,Yaowarat Road && 380 m ; Wat Saket && 1.52 km ; Jim Thompson && 1.86 km ; Wat Pho Temple && 2.25 km ; Wat Phra Kaew && 2.45 km ; Khao San Road && 2.49 km ; Grand Palace && 2.51 km ; Central World && 2.88 km ; Asiatique - The Riverfront && 4.32 km ; Terminal 21 Shopping Mall && 5.15 km,China Town
1076,10000314,Khurana Inn Hotel,"120/176-180 Rajprapop Rd, Pratunam, Bangkok, Thailand, 10400",3.0,8.2,Baiyoke II Tower && 70 m ; Indra Square && 150 m ; Airport Rail Link Ratchaprarob Station && 180 m ; Phyathai 1 Hospital && 230 m ; Country Road Fashions && 240 m ; Romeo & Juliet Tailor's House && 250 m ; Mister Singh's Fashion Gallery && 250 m ; Impressions Tailor && 300 m ; Lee Fashion Tailor && 330 m ; Suan Pakkad Palace && 350 m,Central World && 940 m ; Jim Thompson && 1.35 km ; Terminal 21 Shopping Mall && 2.91 km ; Wat Saket && 3.57 km ; Yaowarat Road && 3.59 km ; Khao San Road && 4.55 km ; Wat Pho Temple && 5.15 km ; Wat Phra Kaew && 5.18 km ; Grand Palace && 5.22 km ; Asiatique - The Riverfront && 6.84 km,Pratunam
1077,10000315,Pratunam Pavilion Hotel,"89 Soi Petchburi 19 (Soi Sangkarn), Petchburi Road, Pratunam, Bangkok, Thailand, 10400",3.0,7.4,Baiyoke II Tower && 80 m ; Airport Rail Link Ratchaprarob Station && 190 m ; Indra Square && 200 m ; Phyathai 1 Hospital && 230 m ; Romeo & Juliet Tailor's House && 260 m ; Mister Singh's Fashion Gallery && 260 m ; Country Road Fashions && 290 m ; Suan Pakkad Palace && 300 m ; Impressions Tailor && 330 m ; Robin Tailor && 370 m,Central World && 990 m ; Jim Thompson && 1.36 km ; Terminal 21 Shopping Mall && 2.96 km ; Wat Saket && 3.56 km ; Yaowarat Road && 3.6 km ; Khao San Road && 4.53 km ; Wat Pho Temple && 5.14 km ; Wat Phra Kaew && 5.17 km ; Grand Palace && 5.21 km ; Asiatique - The Riverfront && 6.87 km,Pratunam
1078,10000316,Iyarin@Tuk Chang Ratchayothin Hotel,"3300/25 Tukchang Building A,Jatuchak, Chatuchak, Bangkok, Thailand, 10900",3.0,7.9,Winks && 320 m ; Horwang School && 1.09 km ; Central Plaza Lad Phrao && 1.28 km ; Central Plaza Ladprao && 1.28 km ; Phahon Yothin MRT Station && 1.31 km ; Chinese House && 1.46 km ; Union Mall && 1.48 km ; House of Dhamma && 1.63 km ; Lesla && 2.15 km ; TST Tower && 2.16 km,Central World && 9.39 km ; Jim Thompson && 9.52 km ; Terminal 21 Shopping Mall && 9.8 km ; Wat Saket && 10.39 km ; Khao San Road && 10.65 km ; Yaowarat Road && 11.38 km ; Grand Palace && 11.77 km ; Wat Phra Kaew && 11.78 km ; Wat Pho Temple && 12 km ; Asiatique - The Riverfront && 15.22 km,Chatuchak
1079,10000317,Baan Dinso,"113, Trok Sin, Dinso Rd., Borvornnivate, Pranakorn, Khaosan, Bangkok, Thailand",3.0,8.8,RimKhobFah Bookstore && 120 m ; Contemporart Art Gallery && 170 m ; Democracy Monument && 170 m ; October 14 Memorial && 230 m ; Ratchadamnoen Avenue && 230 m ; Satriwithaya School && 290 m ; Rattanakosin Exhibition Hall && 300 m ; Taksura && 300 m ; Queen Sirikit Art Gallery && 300 m ; Devasathan (Brahmin Temple) && 330 m,Khao San Road && 500 m ; Wat Saket && 620 m ; Wat Phra Kaew && 1.15 km ; Grand Palace && 1.16 km ; Wat Pho Temple && 1.34 km ; Yaowarat Road && 1.89 km ; Jim Thompson && 3.02 km ; Central World && 4.26 km ; Asiatique - The Riverfront && 5.72 km ; Terminal 21 Shopping Mall && 6.71 km,Khaosan
1080,10000320,Siri Suvan @ Rambuttri Guest House,"25/1 Soi Rambultri (Backside Chanasongkram Temple),Chanasongkram,Phranakorn, Khaosan, Bangkok, Thailand, 10200",3.0,8.8,Phra Athit Road && 60 m ; Ravinsons's International Tailor && 80 m ; New Picasso && 80 m ; Baan Praa Thit Restaurant && 100 m ; Wat Chana Songkhram && 100 m ; Suit Art Bangkok && 100 m ; Rambuttri Fashion && 130 m ; Buddhist Association && 150 m ; Phra Arthit Pier && 170 m ; Chabad House && 180 m,Khao San Road && 500 m ; Grand Palace && 1.31 km ; Wat Phra Kaew && 1.36 km ; Wat Saket && 1.57 km ; Wat Pho Temple && 1.73 km ; Yaowarat Road && 2.88 km ; Jim Thompson && 3.9 km ; Central World && 5.14 km ; Asiatique - The Riverfront && 6.52 km ; Terminal 21 Shopping Mall && 7.61 km,Khaosan
1081,10000322,Karnmanee Palace Hotel,"1 Pradiphat Road, Phayathai District, Chatuchak, Bangkok, Thailand, 10400",3.0,7.4,Saphan Khwai BTS Station && 870 m ; Or Tor Kor (OTK) Market && 870 m ; Or Tor Kor Market && 890 m ; ICQ && 930 m ; Xavier Hall && 950 m ; Sobazaar && 990 m ; Khamphaeng Phet MRT Station && 1 km ; Elephant Tower && 1.06 km ; Soi Ari && 1.12 km ; Siam Rare Books and Collectibles && 1.12 km,Jim Thompson && 4.93 km ; Central World && 5.09 km ; Wat Saket && 5.67 km ; Khao San Road && 6.01 km ; Terminal 21 Shopping Mall && 6.32 km ; Yaowarat Road && 6.66 km ; Grand Palace && 7.11 km ; Wat Phra Kaew && 7.12 km ; Wat Pho Temple && 7.31 km ; Asiatique - The Riverfront && 10.6 km,Chatuchak
